molecular_weight,num_rings,num_het_rings,num_atoms,num_het_atoms,fraction_CSP3,num_hba,num_hbd,num_rotatable_bonds,num_amide_bonds,logP,TPSA,pIC50
359.375,4,2,44,7,0.263157895,3,2,2,0,1.4621,55.59,4.6595559
542.697,3,0,75,9,0.344827586,4,2,12,1,3.8625,103.35,4.6575775
558.652,3,0,72,11,0.285714286,6,3,11,1,2.085,140.65,4.6536469
542.697,3,0,75,9,0.344827586,4,3,12,1,3.2509,114.35,4.6497521
448.584,4,2,62,8,0.47826087,3,2,6,0,2.2751,63.08,4.6363878
620.811,3,1,95,9,0.472222222,7,3,16,1,3.6675,121.78,4.6345119
345.446,4,1,49,4,0.272727273,4,1,4,0,3.863,60.91,4.6345119
363.461,4,1,52,5,0.363636364,4,1,4,1,3.4012,67.92,4.6326442
361.445,4,1,50,5,0.272727273,5,1,5,0,3.447,70.14,4.6143937
361.445,4,1,50,5,0.272727273,5,2,5,0,2.8354,81.14,4.6108341
570.751,3,1,89,9,0.59375,7,3,14,1,2.5936,121.78,4.6090651
557.644,3,0,71,11,0.285714286,6,4,11,2,2.4084,136.04,4.6038008
274.389,3,1,37,4,0.4,4,1,3,0,3.594,48.14,4.6020598
317.392,4,1,43,4,0.2,4,1,3,0,3.3006,60.91,4.5917602
578.73,3,1,86,9,0.424242424,7,3,14,1,2.4972,121.78,4.5833597
565.686,3,1,81,9,0.40625,7,3,12,1,4.3663,107.97,4.5783958
605.776,3,1,91,9,0.457142857,8,3,15,1,5.016,117.2,4.5751185
344.817,4,1,42,5,0.315789474,3,1,2,0,4.6289,47.61,4.5751185
604.768,4,1,90,9,0.457142857,7,3,15,1,2.9969,121.78,4.5702477
593.74,3,1,87,9,0.441176471,7,3,14,1,5.1465,107.97,4.5670309
321.4,3,1,45,4,0.3,4,1,4,0,1.7187,64.52,4.5654311
356.357,4,3,43,8,0.277777778,6,2,3,1,1.8021,98.83,4.5638375
617.811,4,1,94,9,0.472222222,6,3,14,2,2.9105,115.79,4.5497508
631.794,5,2,93,10,0.472222222,7,3,13,2,1.9025,125.02,4.5466819
512.671,3,1,79,8,0.551724138,6,3,12,1,1.8409,112.55,4.5331326
551.659,3,1,78,9,0.387096774,7,3,12,1,3.9762,107.97,4.5331326
402.268,4,2,43,6,0.263157895,3,2,3,1,1.7181,72.01,4.5301781
617.811,4,1,94,9,0.472222222,6,4,16,2,3.1293,124.58,4.5287085
568.72,4,1,70,11,0.25,6,2,9,1,3.9308,119.9,4.5243287
423.549,3,1,58,7,0.5,3,3,8,1,2.8574,65.94,4.5228786
371.828,3,2,44,8,0.222222222,5,2,3,2,2.0317,100.68,4.5228786
371.828,3,2,44,8,0.222222222,5,2,3,2,2.0317,100.68,4.5228786
389.818,3,2,44,9,0.222222222,5,2,3,2,2.1708,100.68,4.5228786
347.486,4,2,53,4,0.363636364,3,2,2,0,1.7408,55.59,4.5199928
635.802,3,1,95,10,0.472222222,9,3,15,1,4.9885,126.43,4.5171266
682.862,4,1,100,10,0.375,8,4,17,2,5.5242,129.23,4.5058455
542.697,3,1,83,9,0.566666667,7,3,12,1,1.8134,121.78,4.4962091
310.422,3,1,40,4,0.166666667,4,1,5,0,4.1085,48.14,4.4948502
589.757,4,1,88,9,0.441176471,6,4,14,2,2.3491,124.58,4.4841261
540.725,3,1,85,8,0.580645161,6,3,14,1,2.6211,112.55,4.4801722
317.392,4,1,43,4,0.3,4,1,2,0,3.70808,71.4,4.4685211
387.483,5,1,54,5,0.333333333,5,1,6,0,4.0894,70.14,4.4672456
583.753,5,2,86,8,0.371428571,5,3,12,2,3.9973,100.41,4.4559321
294.358,4,2,40,5,0.352941176,5,1,2,0,2.6264,73.39,4.4522252
324.38,4,2,44,5,0.315789474,5,1,3,0,2.6913,66.07,4.4306259
278.808,3,1,33,4,0.357142857,3,1,2,0,4.2388,38.91,4.4202166
500.663,4,1,75,6,0.322580645,4,3,13,1,3.9156,80.1,4.4202166
322.408,4,1,46,4,0.35,4,1,3,0,3.845,56.84,4.4202166
342.355,4,3,43,8,0.352941176,7,2,3,1,1.56442,111.97,4.4179368
589.757,4,1,88,9,0.441176471,6,3,13,2,2.1319,115.79,4.4078231
331.419,4,1,46,4,0.238095238,4,1,3,0,3.60902,60.91,4.4045038
621.824,4,0,89,10,0.411764706,5,4,14,2,2.6101,132.42,4.3872161
372.881,4,2,42,7,0.277777778,5,2,3,1,3.6541,80.37,4.3851027
422.496,3,1,60,8,0.545454545,4,3,8,1,1.9111,91.97,4.3677454
592.782,4,0,84,9,0.393939394,5,4,13,2,2.7633,129.18,4.3565474
367.493,6,1,56,5,0.636363636,4,1,3,1,3.20202,67.92,4.3467875
329.787,4,3,39,6,0.294117647,5,1,2,0,2.7311,69.73,4.3391347
319.364,4,2,41,5,0.263157895,5,1,2,0,2.55438,80.63,4.3334818
323.421,4,2,40,5,0.222222222,5,1,3,0,3.3621,60.91,4.3325472
311.36,4,2,41,5,0.333333333,4,1,2,0,3.3705,60.5,4.3306832
416.339,4,2,50,5,0.380952381,2,1,3,1,2.326,46.15,4.3279023
477.653,3,1,74,7,0.464285714,3,4,12,3,4.57017,97.32,4.3010302
592.782,4,0,84,9,0.393939394,5,4,13,2,2.7633,129.18,4.3010302
337.448,4,2,43,5,0.263157895,5,1,3,0,3.67052,60.91,4.294992
348.406,4,2,46,6,0.25,6,1,4,0,2.7042,83.03,4.273273
402.901,3,1,52,7,0.333333333,4,2,7,1,4.7047,72.94,4.2676063
375.472,4,1,53,5,0.304347826,5,1,5,0,4.0878,70.14,4.2676063
414.367,4,2,52,4,0.409090909,1,1,3,1,3.4797,36.92,4.2441254
362.905,3,1,52,6,0.578947368,4,1,6,1,4.0908,64.15,4.2291479
307.353,4,2,40,5,0.222222222,5,1,3,0,2.8936,74.05,4.2291479
360.417,4,1,47,6,0.19047619,5,2,4,1,2.3995,104,4.2225733
441.367,3,1,49,7,0.368421053,4,3,5,0,1.2349,91.21,4.1804562
374.444,4,1,50,6,0.227272727,5,2,4,1,3.259,90.01,4.154902
544.669,3,0,73,10,0.321428571,5,3,12,1,2.6971,123.58,4.1518106
356.857,3,1,46,6,0.263157895,4,2,6,1,3.9295,72.94,4.1426673
430.939,5,3,54,6,0.24,5,1,4,0,5.5311,63.31,4.1325326
424.929,2,1,58,9,0.55,7,2,8,1,3.086,108.47,4.124939
348.878,3,1,49,6,0.555555556,4,2,6,1,3.7486,72.94,4.0809221
358.418,4,3,50,7,0.526315789,4,2,2,2,-0.2337,92.32,4.0772743
409.894,2,1,54,9,0.526315789,7,2,8,1,1.6629,122.3,4.0604806
350.894,2,1,51,6,0.555555556,4,2,6,1,4.1655,72.94,4.0222764
420.53,4,2,56,8,0.428571429,3,2,4,0,1.4949,63.08,4.0030508
572.679,3,0,75,11,0.310344828,6,3,12,1,2.0363,129.62,4
543.685,3,0,74,10,0.321428571,5,4,12,1,2.7302,126.38,4
560.737,3,0,73,10,0.321428571,5,3,12,1,3.4104,114.35,4
592.735,3,0,75,12,0.321428571,6,3,12,1,2.092,148.49,4
558.696,3,0,76,10,0.344827586,5,2,13,1,3.0989,112.58,4
571.678,4,2,79,10,0.3125,7,3,12,3,3.8769,125.79,4
607.733,4,2,80,12,0.322580645,8,3,13,2,3.4254,142.86,4
478.617,4,2,71,8,0.444444444,5,3,11,2,2.1641,104.07,4
351.242,2,1,36,7,0.5,4,3,2,0,-0.2868,102.24,4
292.386,3,2,42,4,0.277777778,4,1,3,0,3.3891,63.63,4
348.406,4,2,46,6,0.25,6,1,4,0,2.7042,83.03,3.9355421
331.419,4,1,46,4,0.238095238,4,1,3,0,3.60902,60.91,3.924453
257.337,3,1,38,4,0.466666667,3,1,2,1,1.7256,58.69,3.879426
390.918,4,2,51,5,0.260869565,4,1,4,0,4.7849,50.17,3.8629625
464.577,3,1,69,8,0.6,4,3,8,1,3.0814,91.97,3.8607507
415.429,2,1,50,11,0.625,5,3,6,0,0.2564,109.42,3.8239088
337.448,4,2,43,5,0.263157895,5,1,3,0,3.67052,60.91,3.782516
229.283,2,1,32,4,0.230769231,4,1,3,0,1.1477,60.91,3.7670038
380.879,4,2,48,6,0.285714286,5,1,4,0,4.3779,63.31,3.7330632
294.786,2,1,39,6,0.428571429,4,2,5,1,2.5767,72.94,3.7144427
374.847,3,1,46,7,0.263157895,4,1,6,1,3.8498,64.15,3.7121983
305.381,3,1,42,4,0.157894737,4,1,4,0,2.8147,60.91,3.6989701
338.367,4,3,43,7,0.277777778,6,2,3,1,1.663,98.83,3.6989701
295.18,3,1,32,4,0.461538462,3,1,1,0,2.9319,47.61,3.6989701
336.395,4,2,45,6,0.315789474,5,2,3,1,2.8167,89.6,3.6989701
245.326,2,1,37,4,0.428571429,3,1,3,1,1.5547,58.69,3.6989701
244.363,3,1,33,3,0.357142857,3,1,2,0,3.5854,38.91,3.6635404
385.899,3,2,51,7,0.35,5,2,7,1,3.9606,85.83,3.6289322
320.824,3,1,43,6,0.5,4,2,6,1,3.1393,72.94,3.6143937
336.867,2,1,48,6,0.529411765,4,2,6,1,3.7738,72.94,3.6090648
360.82,3,1,43,7,0.222222222,4,2,6,1,3.5076,72.94,3.6038005
404.945,4,2,54,5,0.291666667,4,1,4,0,5.09332,50.17,3.6020601
374.847,3,1,46,7,0.263157895,4,2,6,1,4.0686,72.94,3.5783961
364.901,3,2,52,7,0.555555556,4,3,7,1,1.7027,89.55,3.5686362
350.874,3,2,49,7,0.529411765,4,3,5,1,0.8454,77.38,3.4881167
394.906,4,2,51,6,0.318181818,5,1,4,0,4.68632,63.31,3.4689045
374.847,3,1,46,7,0.263157895,4,2,6,1,4.0686,72.94,3.4685211
376.932,3,1,55,6,0.6,4,1,6,1,4.6518,64.15,3.4259686
343.818,3,2,42,7,0.235294118,5,2,6,1,2.7635,85.83,3.3705904
380.9,3,2,53,8,0.555555556,5,3,7,1,0.6444,86.61,3.3565474
350.874,3,2,49,7,0.529411765,4,3,7,1,1.1417,89.55,3.352617
346.438,4,2,48,6,0.3,5,2,4,0,2.8546,78.85,3.1947711
308.813,2,1,42,6,0.466666667,4,2,5,1,3.1377,72.94,3.1580153
167.599,2,1,17,4,0,2,2,0,0,1.7985,54.7,3.1360826
366.873,3,2,50,8,0.529411765,5,3,7,1,0.0834,86.61,3.0824945
364.877,3,2,50,7,0.555555556,5,2,6,1,3.1559,82.17,3
357.845,3,2,45,7,0.277777778,5,2,6,1,3.3245,85.83,3
320.19,3,1,33,5,0.285714286,4,1,2,0,2.3961,60.91,2.9531147
317.392,4,1,43,4,0.2,4,1,3,0,3.3006,60.91,2.7332981
306.797,3,1,40,6,0.466666667,4,2,6,1,2.5783,72.94,2.5445461
